Id,Label,stop name,line,borough,complex id,constituent station name,station id,gtfs stop id,daytime routes,entrance latitude,entrance longitude,Degree,Weighted Degree,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
166,Kings Hwy,Kings Hwy,Broadway - Brighton,B,51,Kings Hwy,51,D35,B Q,40.609062,-73.957808,2,2,15,48,0.040473,0.05504,1544,0,0,6,5,0,0,0.025237
167,Avenue U,Avenue U,Broadway - Brighton,B,52,Avenue U,52,D37,Q,40.599023,-73.955856,2,2,15,49,0.038926,0.052679,1161,0,0,6,5,0,0,0.024873
168,Neck Rd,Neck Rd,Broadway - Brighton,B,53,Neck Rd,53,D38,Q,40.595052,-73.95513,2,2,15,50,0.037486,0.050273,776,0,0,6,5,0,0,0.023413
169,Sheepshead Bay,Sheepshead Bay,Broadway - Brighton,B,54,Sheepshead Bay,54,D39,B Q,40.585734,-73.954371,2,2,15,51,0.036141,0.047584,389,0,0,6,5,0,0,0.019175
170,Brighton Beach,Brighton Beach,Broadway - Brighton,B,55,Brighton Beach,55,D40,B Q,40.577594,-73.962138,1,1,15,52,0.034884,0.043736,0,0,0,6,5,0,0,0.010834
172,W 8 St-NY Aquarium,W 8 St-NY Aquarium,Broadway - Brighton,B,57,W 8 St-NY Aquarium,57,D42,F Q,40.575617,-73.976811,2,2,49,55,0.034434,0.053345,211.575523,0,0,8,5,0,0,0.032399
509,Canal St,Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,40.719499,-74.002272,5,5,15,37,0.070448,0.119,5869.401657,0.016324,0.015346,11,5,0,0,0.195419
493,34 St-Herald Sq,34 St-Herald Sq,Broadway - Brighton,M,602,34 St-Herald Sq,12,R17,B D F M N Q R W,40.748552,-73.988503,4,4,15,32,0.074088,0.117461,8812.140909,0.000054,0.000054,9,5,0,0,0.126355
176,3 Av,3 Av,Canarsie,M,118,3 Av,118,L05,L,40.733152,-73.987066,2,2,50,36,0.069161,0.106105,2246.027871,0.00018,0.000174,13,5,0,0,0.078648
177,1 Av,1 Av,Canarsie,M,119,1 Av,119,L06,L,40.73109,-73.982631,2,2,51,37,0.066587,0.09796,2023.677871,0.00004,0.000041,13,5,0,0,0.042301
178,Bedford Av,Bedford Av,Canarsie,B,120,Bedford Av,120,L08,L,40.717669,-73.957588,2,2,52,36,0.065912,0.095415,1925.983427,0.00001,0.000009,13,5,0,0,0.04308
180,Graham Av,Graham Av,Canarsie,B,122,Graham Av,122,L11,L,40.71463,-73.944568,2,2,53,36,0.063642,0.089165,5998.166667,0.000001,0.000001,13,5,0,0,0.040595
181,Grand St,Grand St,Canarsie,B,123,Grand St,123,L12,L,40.712196,-73.940665,2,2,54,37,0.060738,0.082882,5705.166667,0,0,13,5,0,0,0.029652
182,Montrose Av,Montrose Av,Canarsie,B,124,Montrose Av,124,L13,L,40.707743,-73.940102,2,2,55,38,0.058105,0.078262,5414.166667,0,0,13,5,0,0,0.026282
183,Morgan Av,Morgan Av,Canarsie,B,125,Morgan Av,125,L14,L,40.706119,-73.933639,2,2,56,39,0.055706,0.074714,5125.166667,0,0,13,5,0,0,0.025489
184,Jefferson St,Jefferson St,Canarsie,B,126,Jefferson St,126,L15,L,40.707088,-73.923866,2,2,57,40,0.053513,0.07197,4838.166667,0,0,13,5,0,0,0.025347
185,DeKalb Av,DeKalb Av,Canarsie,B,127,DeKalb Av,127,L16,L,40.704353,-73.919463,2,2,58,41,0.051499,0.069903,4555.666667,0,0,13,5,0,0,0.025358
186,Myrtle-Wyckoff Avs,Myrtle-Wyckoff Avs,Canarsie,Q,630,Myrtle-Wyckoff Avs,128,L17,M L,40.699798,-73.911353,2,2,59,42,0.050013,0.068783,4328.666667,0,0,10,5,0,0,0.025579
187,Halsey St,Halsey St,Canarsie,B,129,Halsey St,129,L19,L,40.695999,-73.905269,2,2,60,43,0.04894,0.068601,4173.166667,0,0,10,5,0,0,0.026802
188,Wilson Av,Wilson Av,Canarsie,B,130,Wilson Av,130,L20,L,40.688805,-73.904741,2,2,61,44,0.048574,0.06998,4083.666667,0,0,10,5,0,0,0.032076
189,Bushwick Av-Aberdeen St,Bushwick Av-Aberdeen St,Canarsie,B,131,Bushwick Av-Aberdeen St,131,L21,L,40.682323,-73.905155,2,2,62,45,0.048441,0.073198,4102.833333,0,0,10,5,0,0,0.049681
190,Atlantic Av,Atlantic Av,Canarsie,B,133,Atlantic Av,133,L24,L,40.675561,-73.902974,2,2,63,47,0.047016,0.071612,1925,0,0,10,5,0,0,0.049669
191,Sutter Av,Sutter Av,Canarsie,B,134,Sutter Av,134,L25,L,40.668527,-73.901765,2,2,64,48,0.044952,0.065951,1544,0,0,10,5,0,0,0.031995
192,Livonia Av,Livonia Av,Canarsie,B,135,Livonia Av,135,L26,L,40.663873,-73.900525,2,2,65,49,0.043051,0.061604,1161,0,0,10,5,0,0,0.026357
193,New Lots Av,New Lots Av,Canarsie,B,136,New Lots Av,136,L27,L,40.659003,-73.899315,2,2,66,50,0.041296,0.057818,776,0,0,10,5,0,0,0.023674
194,East 105 St,East 105 St,Canarsie,B,137,East 105 St,137,L28,L,40.651462,-73.899191,2,2,67,51,0.03967,0.054102,389,0,0,10,5,0,0,0.019213
195,Canarsie-Rockaway Pkwy,Canarsie-Rockaway Pkwy,Canarsie,B,138,Canarsie-Rockaway Pkwy,138,L29,L,40.645585,-73.902541,1,1,68,52,0.03816,0.049457,0,0,0,10,5,0,0,0.010838
196,Chambers St/WTC/Park Place/Cortlandt St,Chambers St/WTC/Park Place/Cortlandt St,Clark St,M,624,Park Place,331,228,2 3 A C E R W,40.712707,-74.007751,4,4,15,39,0.062261,0.09962,685.335901,0.001989,0.001946,11,5,0,0,0.11295
198,Wall St,Wall St,Clark St,M,333,Wall St,333,230,2 3,40.706352,-74.009644,2,2,15,40,0.059469,0.089356,9.444444,0.002277,0.002279,11,5,0,0,0.065339
199,Clark St,Clark St,Clark St,B,334,Clark St,334,231,2 3,40.697613,-73.993388,2,2,15,39,0.061915,0.09506,184.580439,0.008173,0.008201,11,5,0,0,0.105149
200,Borough Hall/Court St,Borough Hall/Court St,Clark St,B,620,Borough Hall,335,232,2 3 4 5 R,40.693735,-73.990626,6,6,15,38,0.065878,0.110843,2442.023075,0.0354,0.03527,11,5,0,0,0.319702
201,Norwood-205 St,Norwood-205 St,Concourse,Bx,210,Norwood-205 St,210,D01,D,40.875079,-73.879601,1,1,15,50,0.037299,0.049032,0,0,0,12,4,0,0,0.011543
202,Bedford Park Blvd,Bedford Park Blvd,Concourse,Bx,211,Bedford Park Blvd,211,D03,B D,40.872488,-73.887916,2,2,15,49,0.03874,0.053948,389,0,0,12,4,0,0,0.022847
203,Kingsbridge Rd,Kingsbridge Rd,Concourse,Bx,212,Kingsbridge Rd,212,D04,B D,40.866369,-73.894521,2,2,15,48,0.040289,0.058278,776,0,0,12,4,0,0,0.038835
204,Fordham Rd,Fordham Rd,Concourse,Bx,213,Fordham Rd,213,D05,B D,40.861401,-73.898098,3,3,15,47,0.041958,0.063877,1161,0,0,12,4,0.333333,1,0.079924
205,182-183 Sts,182-183 Sts,Concourse,Bx,214,182-183 Sts,214,D06,B D,40.856026,-73.901154,2,2,15,47,0.041945,0.061954,0,0,0,12,4,1,1,0.06862
206,Tremont Av,Tremont Av,Concourse,Bx,215,Tremont Av,215,D07,B D,40.849864,-73.906084,4,4,15,46,0.043756,0.070036,2497,0,0,12,4,0.166667,1,0.1331
207,174-175 Sts,174-175 Sts,Concourse,Bx,216,174-175 Sts,216,D08,B D,40.844937,-73.911126,2,2,15,47,0.041945,0.062253,199.5,0,0,12,4,0,0,0.05574
208,170 St,170 St,Concourse,Bx,217,170 St,217,D09,B D,40.838655,-73.914187,2,2,15,48,0.040277,0.057637,4.5,0,0,12,4,0,0,0.034797
209,167 St,167 St,Concourse,Bx,218,167 St,218,D10,B D,40.833111,-73.919399,2,2,15,47,0.041899,0.060269,192,0,0,12,4,0,0,0.038748
211,155 St,155 St,Concourse,M,220,155 St,220,D12,B D,40.830313,-73.936687,2,2,15,46,0.043707,0.065421,574.5,0,0,12,4,0,0,0.078475
212,Greenpoint Av,Greenpoint Av,Crosstown,B,283,Greenpoint Av,28,G26,G,40.730615,-73.954245,2,2,69,33,0.066315,0.094662,6771.188889,0,0,13,5,0,0,0.037963
214,21 St,21 St,Crosstown,Q,282,21 St,282,G24,G,40.744638,-73.949111,2,2,70,32,0.066293,0.098772,6839.222222,0,0,13,5,0,0,0.058805
215,Nassau Av,Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,40.725467,-73.951972,2,2,71,34,0.066542,0.094564,6791.188889,0.000001,0.000001,13,5,0,0,0.042286
515,Whitehall St-South Ferry,Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,40.70415,-74.013331,3,3,15,39,0.061993,0.097899,677.545798,0.008614,0.008643,11,5,0,0,0.126034
217,Broadway,Broadway,Crosstown,B,286,Broadway,286,G30,G,40.705515,-73.95054,2,2,72,36,0.063539,0.089231,1544.61676,0.000002,0.000002,13,5,0,0,0.040595
218,Flushing Av,Flushing Av,Crosstown,B,287,Flushing Av,287,G31,G,40.699582,-73.950164,2,2,73,37,0.061004,0.083436,1289.61676,0.000005,0.000004,13,5,0,0,0.029656
219,Myrtle-Willoughby Avs,Myrtle-Willoughby Avs,Crosstown,B,288,Myrtle-Willoughby Avs,288,G32,G,40.695456,-73.949467,2,2,74,38,0.058957,0.079701,1085.557937,0.000019,0.00002,13,5,0,0,0.026315
220,Bedford-Nostrand Avs,Bedford-Nostrand Avs,Crosstown,B,289,Bedford-Nostrand Avs,289,G33,G,40.689563,-73.954999,2,2,75,39,0.058105,0.078209,979.691176,0.000086,0.000082,13,5,0,0,0.025726
221,Classon Av,Classon Av,Crosstown,B,290,Classon Av,290,G34,G,40.688958,-73.960222,2,2,76,40,0.057735,0.078517,940.216573,0.000359,0.000375,13,5,0,0,0.0268
222,Clinton-Washington Avs,Clinton-Washington Avs,Crosstown,B,291,Clinton-Washington Avs,291,G35,G,40.687875,-73.967931,2,2,77,41,0.058287,0.081094,996.549907,0.001638,0.001566,13,5,0,0,0.032781
223,Fulton St,Fulton St,Crosstown,B,292,Fulton St,292,G36,G,40.687181,-73.976859,2,2,78,41,0.059752,0.085963,1160.716573,0.006836,0.007148,14,5,0,0,0.057394
224,Eastchester-Dyre Av,Eastchester-Dyre Av,Dyre Av,Bx,442,Eastchester-Dyre Av,442,501,5,40.88798,-73.831195,1,1,79,58,0.031237,0.041481,0,0,0,33,28,0,0,0.010866
225,Baychester Av,Baychester Av,Dyre Av,Bx,443,Baychester Av,443,502,5,40.879519,-73.837958,2,2,80,57,0.032242,0.04534,389,0,0,33,28,0,0,0.019421
226,Gun Hill Rd,Gun Hill Rd,Dyre Av,Bx,444,Gun Hill Rd,444,503,5,40.870117,-73.845869,2,2,81,56,0.033308,0.048118,776,0,0,33,28,0,0,0.024948
227,Pelham Pkwy,Pelham Pkwy,Dyre Av,Bx,445,Pelham Pkwy,445,504,5,40.858817,-73.855524,2,2,82,55,0.03444,0.050766,1161,0,0,33,28,0,0,0.032892
228,Morris Park,Morris Park,Dyre Av,Bx,446,Morris Park,446,505,5,40.854544,-73.860248,2,2,83,54,0.035646,0.053727,1544,0,0,33,28,0,0,0.060631
229,Hoyt St,Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,40.690972,-73.985448,4,4,15,39,0.062681,0.096791,13.355556,0.041118,0.039553,11,5,0,0,0.286914
230,Nevins St,Nevins St,Eastern Pky,B,337,Nevins St,337,234,2 3 4 5,40.688244,-73.980636,3,3,15,39,0.063446,0.098072,88.850267,0.055456,0.059177,11,5,0,0,0.246897
508,14 St/8 Av,14 St/8 Av,8th Av - Fulton St,M,618,14 St,166,A31,A C E L,40.739965,-74.002678,3,3,15,33,0.0743,0.115489,15313.555051,0.000505,0.000514,9,5,0.333333,1,0.15028
232,Bergen St,Bergen St,Eastern Pky,B,339,Bergen St,339,236,2 3,40.680842,-73.975566,3,3,15,39,0.063746,0.098895,7400,0.050114,0.054101,15,27,0,0,0.201622
233,Grand Army Plaza,Grand Army Plaza,Eastern Pky,B,340,Grand Army Plaza,340,237,2 3,40.675159,-73.971217,4,4,15,40,0.060288,0.090257,7049,0.029457,0.027283,15,27,0,0,0.180013
234,Eastern Pkwy-Brooklyn Museum,Eastern Pkwy-Brooklyn Museum,Eastern Pky,B,341,Eastern Pkwy-Brooklyn Museum,341,238,2 3,40.671789,-73.964301,3,3,15,41,0.057168,0.084454,6696,0.012556,0.013558,15,27,0,0,0.133986
236,Nostrand Av,Nostrand Av,Eastern Pky,B,343,Nostrand Av,343,248,3,40.669752,-73.950798,3,3,15,43,0.051669,0.074653,3429,0.000891,0.000963,15,27,0,0,0.120666
237,Kingston Av,Kingston Av,Eastern Pky,B,344,Kingston Av,344,249,3,40.669289,-73.942463,4,4,15,44,0.049236,0.069888,3056,0.000524,0.000485,15,27,0,0,0.13934
238,Crown Hts-Utica Av,Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,40.668851,-73.934236,3,3,15,45,0.047011,0.066002,2681,0.000222,0.00024,15,27,0,0,0.103284
239,Sutter Av-Rutland Rd,Sutter Av-Rutland Rd,Eastern Pky,B,346,Sutter Av-Rutland Rd,346,251,3,40.664887,-73.923109,2,2,15,46,0.044967,0.062661,2304,0.000055,0.000051,15,27,0,0,0.046474
240,Saratoga Av,Saratoga Av,Eastern Pky,B,347,Saratoga Av,347,252,3,40.661401,-73.915543,2,2,15,47,0.043084,0.059686,1925,0.000012,0.000013,15,27,0,0,0.030157
241,Rockaway Av,Rockaway Av,Eastern Pky,B,348,Rockaway Av,348,253,3,40.662721,-73.909048,2,2,15,48,0.041344,0.056954,1544,0.000003,0.000003,15,27,0,0,0.02616
242,Junius St,Junius St,Eastern Pky,B,349,Junius St,349,254,3,40.663359,-73.903118,2,2,15,49,0.039731,0.054355,1161,0.000001,0.000001,15,27,0,0,0.025019
243,Pennsylvania Av,Pennsylvania Av,Eastern Pky,B,350,Pennsylvania Av,350,255,3,40.664589,-73.894112,2,2,15,50,0.038232,0.051756,776,0,0,15,27,0,0,0.023432
244,Van Siclen Av,Van Siclen Av,Eastern Pky,B,351,Van Siclen Av,351,256,3,40.665763,-73.88861,2,2,15,51,0.036834,0.048906,389,0,0,15,27,0,0,0.019177
245,New Lots Av,New Lots Av,Eastern Pky,B,352,New Lots Av,352,257,3,40.666438,-73.8833,1,1,15,52,0.035529,0.044924,0,0,0,15,27,0,0,0.010834
247,Flushing-Main St,Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,40.759597,-73.830417,1,1,84,38,0.049942,0.067008,0,0,0,16,5,0,0,0.023568
248,Mets-Willets Point,Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,40.754715,-73.845912,3,3,85,37,0.052561,0.076293,582.5,0,0,16,5,0,0,0.06307
249,111 St,111 St,Flushing,Q,449,111 St,449,705,7,40.75161,-73.856065,2,2,86,38,0.049955,0.068717,1,0,0,16,5,0,0,0.042955
250,103 St-Corona Plaza,103 St-Corona Plaza,Flushing,Q,450,103 St-Corona Plaza,450,706,7,40.749964,-73.862588,2,2,87,37,0.052546,0.074584,193.5,0,0,16,5,0,0,0.052979
251,Junction Blvd,Junction Blvd,Flushing,Q,451,Junction Blvd,451,707,7,40.74924,-73.869662,4,4,88,36,0.055437,0.08505,1737,0,0,16,5,0,0,0.104751
252,90 St-Elmhurst Av,90 St-Elmhurst Av,Flushing,Q,452,90 St-Elmhurst Av,452,708,7,40.748601,-73.876595,2,2,89,37,0.052546,0.074584,2.5,0,0,16,5,0,0,0.057841
253,82 St-Jackson Hts,82 St-Jackson Hts,Flushing,Q,453,82 St-Jackson Hts,453,709,7,40.74782,-73.884032,2,2,90,36,0.055374,0.080349,192,0,0,16,5,0,0,0.061795
255,69 St,69 St,Flushing,Q,455,69 St,455,711,7,40.746148,-73.896396,2,2,91,34,0.061758,0.093104,8200.5,0,0,16,5,0,0,0.063667
256,61 St-Woodside,61 St-Woodside,Flushing,Q,456,61 St-Woodside,456,712,7,40.745531,-73.903292,2,2,92,33,0.065283,0.099121,8541.5,0,0,16,5,0,0,0.065505
267,Hunters Point Av,Hunters Point Av,Flushing,Q,463,Hunters Point Av,463,720,7,40.74252,-73.948619,2,2,97,33,0.066519,0.099325,84.666667,0,0,9,5,0,0,0.065154
268,Vernon Blvd-Jackson Av,Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,40.742606,-73.954253,2,2,98,34,0.068098,0.10184,204.05,0.000002,0.000002,9,5,0,0,0.065246
500,Grand Central-42 St,Grand Central-42 St,Flushing,M,610,Grand Central-42 St,465,723,4 5 6 7 S,40.750894,-73.975117,4,4,15,34,0.071903,0.116163,11058.631818,0.000007,0.000007,9,5,0,0,0.139113
271,34 St-Hudson Yards,34 St-Hudson Yards,Flushing,M,471,34 St-Hudson Yards,471,726,7,40.754904,-74.001323,1,1,99,34,0.068433,0.096791,0,0.000003,0.000003,9,5,0,0,0.055261
513,Fulton St,Fulton St,Clark St,M,628,Fulton St,332,229,2 3 4 5 A C J Z,40.708935,-74.006975,4,4,15,39,0.062211,0.098552,429.894678,0.002298,0.002258,11,5,0,0,0.107936
512,Franklin Av,Franklin Av,8th Av - Fulton St,B,627,Franklin Av,178,A45,C S,40.681256,-73.95559,2,2,15,43,0.054431,0.076042,3608.886364,0.000359,0.000375,10,5,0,0,0.02678
288,Chauncey St,Chauncey St,Jamaica,B,93,Chauncey St,93,J28,J Z,40.683335,-73.911394,2,2,113,45,0.049249,0.074495,6308.44697,0,0,10,5,0,0,0.049681
289,Halsey St,Halsey St,Jamaica,B,94,Halsey St,94,J29,J,40.68587,-73.915813,2,2,114,44,0.05018,0.072544,6465.94697,0,0,10,5,0,0,0.032076
290,Gates Av,Gates Av,Jamaica,B,95,Gates Av,95,J30,J Z,40.690043,-73.92317,2,2,115,43,0.051979,0.072938,6726.19697,0,0,10,5,0,0,0.026802
291,Kosciuszko St,Kosciuszko St,Jamaica,B,96,Kosciuszko St,96,J31,J,40.692935,-73.928247,2,2,116,42,0.054039,0.074537,7009.94697,0,0,10,5,0,0,0.025583
292,Myrtle Av,Myrtle Av,Jamaica,B,97,Myrtle Av,97,M11,M J Z,40.697028,-73.935583,2,2,117,41,0.056285,0.077036,7297.94697,0.000001,0.000001,10,5,0,0,0.025387
293,Flushing Av,Flushing Av,Jamaica,B,98,Flushing Av,98,M12,M J,40.700627,-73.942019,2,2,118,40,0.058744,0.08048,7587.94697,0.000006,0.000006,10,5,0,0,0.025559
294,Lorimer St,Lorimer St,Jamaica,B,99,Lorimer St,99,M13,M J,40.704293,-73.94833,2,2,119,39,0.061446,0.085068,7879.94697,0.000025,0.000025,10,5,0,0,0.026773
295,Hewes St,Hewes St,Jamaica,B,100,Hewes St,100,M14,M J,40.707149,-73.954427,2,2,120,38,0.064431,0.091219,8173.94697,0.000108,0.000107,11,5,0,0,0.032747
296,Marcy Av,Marcy Av,Jamaica,B,101,Marcy Av,101,M16,M J Z,40.708681,-73.958927,2,2,15,37,0.067744,0.099849,8469.94697,0.000468,0.000472,11,5,0,0,0.057051
511,Franklin Av-Medgar Evers College/Botanic Garden,Franklin Av-Medgar Evers College/Botanic Garden,Eastern Pky,B,626,Franklin Av-Medgar Evers College,342,239,2 3 4 5 S,40.670347,-73.957973,3,3,15,42,0.05434,0.081326,6411,0.003375,0.003126,15,27,0,0,0.116799
303,Woodlawn,Woodlawn,Jerome Av,Bx,378,Woodlawn,378,401,4,40.886819,-73.878376,1,1,15,56,0.031592,0.040823,0,0,0,32,28,0,0,0.010834
304,Mosholu Pkwy,Mosholu Pkwy,Jerome Av,Bx,379,Mosholu Pkwy,379,402,4,40.879561,-73.885158,2,2,15,55,0.03262,0.044472,389,0,0,32,28,0,0,0.019175
305,Bedford Park Blvd-Lehman College,Bedford Park Blvd-Lehman College,Jerome Av,Bx,380,Bedford Park Blvd-Lehman College,380,405,4,40.873571,-73.889878,2,2,15,54,0.033711,0.046941,776,0,0,32,28,0,0,0.023413
306,Kingsbridge Rd,Kingsbridge Rd,Jerome Av,Bx,381,Kingsbridge Rd,381,406,4,40.867606,-73.897418,2,2,15,53,0.034871,0.049104,1161,0,0,32,28,0,0,0.024873
307,Fordham Rd,Fordham Rd,Jerome Av,Bx,382,Fordham Rd,382,407,4,40.862562,-73.901367,2,2,15,52,0.036108,0.051195,1544,0,0,32,28,0,0,0.025237
308,183 St,183 St,Jerome Av,Bx,383,183 St,383,408,4,40.858502,-73.9041,2,2,15,51,0.037428,0.05333,1925,0,0,32,28,0,0,0.025306
309,Burnside Av,Burnside Av,Jerome Av,Bx,384,Burnside Av,384,409,4,40.853342,-73.907957,2,2,15,50,0.038841,0.055588,2304,0,0,32,28,0,0,0.025318
310,176 St,176 St,Jerome Av,Bx,385,176 St,385,410,4,40.848385,-73.912003,2,2,15,49,0.040356,0.058047,2681,0,0,32,28,0,0,0.025334
311,Mt Eden Av,Mt Eden Av,Jerome Av,Bx,386,Mt Eden Av,386,411,4,40.844702,-73.91465,2,2,15,48,0.041985,0.0608,3056,0,0,32,28,0,0,0.025438
312,170 St,170 St,Jerome Av,Bx,387,170 St,387,412,4,40.83996,-73.918018,2,2,15,47,0.043742,0.063979,3429,0,0,32,28,0,0,0.026064
313,167 St,167 St,Jerome Av,Bx,388,167 St,388,413,4,40.835759,-73.921561,2,2,15,46,0.045641,0.0678,3800,0,0,40,28,0,0,0.029157
495,168 St-Washington Hts,168 St-Washington Hts,8th Av - Fulton St,M,605,168 St,148,A09,1 A C,40.841874,-73.939572,4,4,15,48,0.042609,0.070731,6369.682126,0,0,4,28,0,0,0.06964
315,149 St-Grand Concourse,149 St-Grand Concourse,Jerome Av,Bx,603,149 St-Grand Concourse,390,415,2 4 5,40.818259,-73.927659,3,3,15,44,0.049942,0.080009,8521.006915,0,0,40,28,0,0,0.086697
316,138 St-Grand Concourse,138 St-Grand Concourse,Jerome Av,Bx,391,138 St-Grand Concourse,391,416,4 5,40.813339,-73.929999,2,2,15,43,0.051195,0.079153,7042.223581,0,0,40,28,0,0,0.051645
317,Wakefield-241 St,Wakefield-241 St,Lenox - White Plains Rd,Bx,416,Wakefield-241 St,416,201,2,40.903215,-73.850401,1,1,15,63,0.027159,0.036021,0,0,0,33,28,0,0,0.010834
318,Nereid Av,Nereid Av,Lenox - White Plains Rd,Bx,417,Nereid Av,417,204,2 5,40.898259,-73.854346,2,2,15,62,0.027915,0.039327,389,0,0,33,28,0,0,0.019175
319,233 St,233 St,Lenox - White Plains Rd,Bx,418,233 St,418,205,2 5,40.893622,-73.85741,2,2,15,61,0.02871,0.041413,776,0,0,33,28,0,0,0.023413
320,225 St,225 St,Lenox - White Plains Rd,Bx,419,225 St,419,206,2 5,40.888018,-73.860513,2,2,15,60,0.029548,0.043146,1161,0,0,33,28,0,0,0.024874
321,219 St,219 St,Lenox - White Plains Rd,Bx,420,219 St,420,207,2 5,40.883798,-73.862837,2,2,15,59,0.030431,0.044753,1544,0,0,33,28,0,0,0.025241
322,Gun Hill Rd,Gun Hill Rd,Lenox - White Plains Rd,Bx,421,Gun Hill Rd,421,208,2 5,40.877639,-73.866522,2,2,15,58,0.031363,0.046338,1925,0,0,33,28,0,0,0.025339
323,Burke Av,Burke Av,Lenox - White Plains Rd,Bx,422,Burke Av,422,209,2 5,40.871631,-73.867283,2,2,15,57,0.032349,0.047975,2304,0,0,33,28,0,0,0.025562
324,Allerton Av,Allerton Av,Lenox - White Plains Rd,Bx,423,Allerton Av,423,210,2 5,40.865605,-73.867476,2,2,15,56,0.033393,0.049735,2681,0,0,33,28,0,0,0.026853
325,Pelham Pkwy,Pelham Pkwy,Lenox - White Plains Rd,Bx,424,Pelham Pkwy,424,211,2 5,40.856429,-73.867745,2,2,15,55,0.034501,0.051726,3056,0,0,33,28,0,0,0.033336
326,Bronx Park East,Bronx Park East,Lenox - White Plains Rd,Bx,425,Bronx Park East,425,212,2 5,40.848726,-73.868439,2,2,15,54,0.035678,0.054177,3429,0,0,33,28,0,0,0.060711
327,E 180 St,E 180 St,Lenox - White Plains Rd,Bx,426,E 180 St,426,213,2 5,40.841223,-73.873499,4,4,15,53,0.036932,0.057957,5675,0,0,33,28,0,0,0.161873
328,West Farms Sq-E Tremont Av,West Farms Sq-E Tremont Av,Lenox - White Plains Rd,Bx,427,West Farms Sq-E Tremont Av,427,214,2 5,40.840456,-73.880004,4,4,15,52,0.038232,0.057602,5984,0,0,33,28,0,0,0.225722
329,174 St,174 St,Lenox - White Plains Rd,Bx,428,174 St,428,215,2 5,40.837345,-73.88803,4,4,15,51,0.039618,0.058648,6341,0,0,33,28,0,0,0.257482
330,Freeman St,Freeman St,Lenox - White Plains Rd,Bx,429,Freeman St,429,216,2 5,40.830407,-73.892005,4,4,15,50,0.0411,0.060308,6696,0,0,33,28,0,0,0.269995
331,Simpson St,Simpson St,Lenox - White Plains Rd,Bx,430,Simpson St,430,217,2 5,40.823884,-73.893197,4,4,15,49,0.042688,0.062456,7049,0,0,33,28,0,0,0.273368
332,Intervale Av,Intervale Av,Lenox - White Plains Rd,Bx,431,Intervale Av,431,218,2 5,40.822465,-73.89674,4,4,15,48,0.044394,0.065132,7400,0,0,33,28,0,0,0.271575
333,Prospect Av,Prospect Av,Lenox - White Plains Rd,Bx,432,Prospect Av,432,219,2 5,40.819614,-73.901995,4,4,15,47,0.04623,0.068507,7749,0,0,33,28,0,0,0.262367
334,Jackson Av,Jackson Av,Lenox - White Plains Rd,Bx,433,Jackson Av,433,220,2 5,40.816248,-73.907954,4,4,15,46,0.048214,0.072994,8096,0,0,33,28,0,0,0.236973
335,3 Av-149 St,3 Av-149 St,Lenox - White Plains Rd,Bx,434,3 Av-149 St,434,221,2 5,40.816033,-73.918064,4,4,15,45,0.050362,0.079938,11205.641763,0,0,33,28,0,0,0.181399
336,Harlem-148 St,Harlem-148 St,Lenox - White Plains Rd,M,436,Harlem-148 St,436,301,3,40.824084,-73.936986,1,1,15,46,0.046462,0.062682,0,0,0,5,28,0,0,0.014456
337,145 St,145 St,Lenox - White Plains Rd,M,437,145 St,437,302,3,40.820343,-73.936508,2,2,15,45,0.04872,0.069967,389,0,0,5,28,0,0,0.035121
338,135 St,135 St,Lenox - White Plains Rd,M,438,135 St,438,224,2 3,40.814032,-73.94112,3,3,15,44,0.051195,0.078285,9060.843278,0,0,5,28,0,0,0.082126
339,125 St,125 St,Lenox - White Plains Rd,M,439,125 St,439,225,2 3,40.807697,-73.945752,2,2,15,43,0.052831,0.076316,9071.693278,0,0,5,28,0,0,0.041291
340,116 St,116 St,Lenox - White Plains Rd,M,440,116 St,440,226,2 3,40.801945,-73.949943,2,2,15,42,0.054721,0.076878,9323.193278,0,0,5,28,0,0,0.03105
341,Central Park North (110 St),Central Park North (110 St),Lenox - White Plains Rd,M,441,Central Park North (110 St),441,227,2 3,40.798509,-73.952665,2,2,15,41,0.056752,0.078943,9578.193278,0,0,5,28,0,0,0.033124
342,125 St,125 St,Lexington Av,M,392,125 St,392,621,4 5 6,40.804262,-73.937656,3,3,15,42,0.052582,0.082454,12332.077427,0,0,40,28,0,0,0.060707
343,116 St,116 St,Lexington Av,M,393,116 St,393,622,6,40.798475,-73.941887,2,2,15,41,0.053912,0.078995,10900.923522,0,0,44,28,0,0,0.036428
344,110 St,110 St,Lexington Av,M,394,110 St,394,623,6,40.794815,-73.944614,2,2,15,40,0.055327,0.078226,11096.894327,0,0,44,28,0,0,0.028188
